Id,EssaySet,Score1,Score2,EssayText
16954,7,1,1,Rose wants to help the family but feels weighed down that there is too much pressure on her to do well and help Paul with college
16955,7,1,1,"Rose can be described by the trait of responsability. This is shown because she has a job, but still manages to do her homework. This can be very hard to do sometimes but she is responsible enough to do it."
16957,7,2,2,"One trait that describes Rose is understanding. When she was talking to Anna, Anna was saying that she is lonesome for Papa and that it feels like he has been gone for years. Rose understands that even though it hurts his family emotionally, Papa had to take the job in Los Angeles to give his family a better life. She says to Anna that it has only been four months since he left and that he gets paid three times what he was making there."
16958,7,1,2,"She feels weighed down by helping the family and doesn't really want to do all she is doing anymore, but she also doesn't want anyone to know how she feels because she doesn't want to hurt her family. ''Do you feel so weighed down by what you're doing to help this family?' Rose didn't answer. If she told the truth, she would hurt her aunt. And probably her aunt would tell her mother.'"
16959,7,0,1,"Rose is a tired hard working girl. When she talks to her sister she is serious, and when her and her aunt talk her aunt respects her because she has had her days like her before."
16960,7,2,2,"Based on her conversation with Anna, Rose comes across as understanding. She explains to Anna that even though it's hard on them, they each have their part to do for the family in order to help during difficult times. This shows that she understands the families struggles and realizes they need her help. Even though she feels slight resentment for this, she surpresses these feelings while explaining the situation to Anna because she understands thatn the family needs them to help out."
16961,7,0,0,Rose conversations were based on there trait there are all from cambodia
16962,7,0,0,"One trait that can describe Rose is that she is stressed. You can tell that she is stressed because in the beginning of the story she tells you that her day, like most of her days, had been too long and too demanding. She had gone from school straight to the restaurant, then home to help with dinner and then to do her homework."
16963,7,1,1,One trait would be that she is smart and is a hard woker because she is in a contest were she has to write a three thousnad word essay and she stiil had to go to work.
16964,7,0,0,The time Rose was talking to Anna about why thier dad had to leave because of a job. She says 'He had to go. The job in LA paid better then what he was making here.'
16965,7,2,2,"Rose is a very optimistic person. In her conversation with Anna, Rose always looks at things as if they were for the better and that they will have a good outcome. When they are talking about their father who moved away to get a better job Anna is complaing about how they never get to see him anymore but Rose is looking at it from the other point of view, that he did it to get more money to help support his family and to send his girls to college."
16966,7,2,2,she is caring she doesnt want to tell her aunt because she is  afraid she is going to make her feel bad.
16967,7,0,0,"Rose is pressured.  She reveals this trait as she talks about the dream she has, and in the fact that she does not answer her aunt when Rose is asked by her if she feels weighted down by all she does to help her family."
